dataset,subject_id,phase,date,day_index,time_of_day_h,counts_per_min,light_level
Lab A,1316,ADL,2026-06-17,-8,5.0,0.0,0.0
Lab A,1316,ADL,2026-06-17,-8,5.167,0.0,755.2
Lab A,1316,ADL,2026-06-17,-8,5.333,0.0,750.2
Lab A,1316,ADL,2026-06-17,-8,5.5,0.0,748.7
Lab A,1316,ADL,2026-06-17,-8,5.667,0.0,748.4
Lab A,1316,ADL,2026-06-17,-8,5.833,0.0,747.6
Lab A,1316,ADL,2026-06-17,-8,6.0,0.0,747.5
Lab A,1316,ADL,2026-06-17,-8,6.167,0.0,747.3
Lab A,1316,ADL,2026-06-17,-8,6.333,0.0,746.9
Lab A,1316,ADL,2026-06-17,-8,6.5,0.0,746.8
Lab A,1316,ADL,2026-06-17,-8,6.667,0.0,746.6
Lab A,1316,ADL,2026-06-17,-8,6.833,0.0,746.0
Lab A,1316,ADL,2026-06-17,-8,7.0,12.7,744.1
Lab A,1316,ADL,2026-06-17,-8,7.167,9.4,749.2
Lab A,1316,ADL,2026-06-17,-8,7.333,18.6,747.6
Lab A,1316,ADL,2026-06-17,-8,7.5,1.7,749.2
Lab A,1316,ADL,2026-06-17,-8,7.667,0.0,749.0
Lab A,1316,ADL,2026-06-17,-8,7.833,0.0,748.7
Lab A,1316,ADL,2026-06-17,-8,8.0,0.0,749.3
Lab A,1316,ADL,2026-06-17,-8,8.167,0.0,750.1
Lab A,1316,ADL,2026-06-17,-8,8.333,0.0,749.9
Lab A,1316,ADL,2026-06-17,-8,8.5,0.0,750.3
Lab A,1316,ADL,2026-06-17,-8,8.667,0.0,749.2
Lab A,1316,ADL,2026-06-17,-8,8.833,0.0,750.3
Lab A,1316,ADL,2026-06-17,-8,9.0,0.0,750.0
Lab A,1316,ADL,2026-06-17,-8,9.167,0.0,750.1
Lab A,1316,ADL,2026-06-17,-8,9.333,0.0,749.5
Lab A,1316,ADL,2026-06-17,-8,9.5,0.0,749.5
Lab A,1316,ADL,2026-06-17,-8,9.667,0.0,749.8
Lab A,1316,ADL,2026-06-17,-8,9.833,0.0,749.8
Lab A,1316,ADL,2026-06-17,-8,10.0,0.0,749.7
Lab A,1316,ADL,2026-06-17,-8,10.167,0.0,749.6
Lab A,1316,ADL,2026-06-17,-8,10.333,0.0,749.7
Lab A,1316,ADL,2026-06-17,-8,10.5,0.0,750.0
Lab A,1316,ADL,2026-06-17,-8,10.667,0.0,749.8
Lab A,1316,ADL,2026-06-17,-8,10.833,1.1,748.3
Lab A,1316,ADL,2026-06-17,-8,11.0,0.0,748.6
Lab A,1316,ADL,2026-06-17,-8,11.167,0.0,749.2
Lab A,1316,ADL,2026-06-17,-8,11.333,0.0,749.5
Lab A,1316,ADL,2026-06-17,-8,11.5,0.0,749.0
Lab A,1316,ADL,2026-06-17,-8,11.667,0.0,748.8
Lab A,1316,ADL,2026-06-17,-8,11.833,0.0,749.0
Lab A,1316,ADL,2026-06-17,-8,12.0,0.0,749.4
Lab A,1316,ADL,2026-06-17,-8,12.167,0.0,749.7
Lab A,1316,ADL,2026-06-17,-8,12.333,3.1,719.6
Lab A,1316,ADL,2026-06-17,-8,12.5,26.3,695.7
Lab A,1316,ADL,2026-06-17,-8,12.667,31.7,705.1
Lab A,1316,ADL,2026-06-17,-8,12.833,30.2,705.7
Lab A,1316,ADL,2026-06-17,-8,13.0,26.2,705.7
Lab A,1316,ADL,2026-06-17,-8,13.167,7.0,708.9
Lab A,1316,ADL,2026-06-17,-8,13.333,0.0,707.8
Lab A,1316,ADL,2026-06-17,-8,13.5,0.0,718.9
Lab A,1316,ADL,2026-06-17,-8,13.667,2.1,740.6
Lab A,1316,ADL,2026-06-17,-8,13.833,0.0,742.4
Lab A,1316,ADL,2026-06-17,-8,14.0,0.0,741.7
Lab A,1316,ADL,2026-06-17,-8,14.167,0.0,742.3
Lab A,1316,ADL,2026-06-17,-8,14.333,0.0,742.0
Lab A,1316,ADL,2026-06-17,-8,14.5,0.0,729.6
Lab A,1316,ADL,2026-06-17,-8,14.667,8.5,703.6
Lab A,1316,ADL,2026-06-17,-8,14.833,20.2,696.8
Lab A,1316,ADL,2026-06-17,-8,15.0,12.5,732.2
Lab A,1316,ADL,2026-06-17,-8,15.167,17.5,755.2
Lab A,1316,ADL,2026-06-17,-8,15.333,1.9,758.2
Lab A,1316,ADL,2026-06-17,-8,15.5,0.0,758.0
Lab A,1316,ADL,2026-06-17,-8,15.667,0.0,757.9
Lab A,1316,ADL,2026-06-17,-8,15.833,0.0,758.4
Lab A,1316,ADL,2026-06-17,-8,16.0,0.0,757.8
Lab A,1316,ADL,2026-06-17,-8,16.167,0.0,758.5
Lab A,1316,ADL,2026-06-17,-8,16.333,1.4,758.3
Lab A,1316,ADL,2026-06-17,-8,16.5,0.0,758.2
Lab A,1316,ADL,2026-06-17,-8,16.667,0.0,758.5
Lab A,1316,ADL,2026-06-17,-8,16.833,0.0,758.5
Lab A,1316,ADL,2026-06-17,-8,17.0,0.0,606.8
Lab A,1316,ADL,2026-06-17,-8,17.167,15.7,0.0
Lab A,1316,ADL,2026-06-17,-8,17.333,22.7,0.0
Lab A,1316,ADL,2026-06-17,-8,17.5,13.6,0.0
Lab A,1316,ADL,2026-06-17,-8,17.667,32.4,0.0
Lab A,1316,ADL,2026-06-17,-8,17.833,22.6,0.0
Lab A,1316,ADL,2026-06-17,-8,18.0,1.7,0.0
Lab A,1316,ADL,2026-06-17,-8,18.167,0.0,0.0
Lab A,1316,ADL,2026-06-17,-8,18.333,32.6,0.0
Lab A,1316,ADL,2026-06-17,-8,18.5,9.6,0.0
Lab A,1316,ADL,2026-06-17,-8,18.667,0.0,0.0
Lab A,1316,ADL,2026-06-17,-8,18.833,0.0,0.0
Lab A,1316,ADL,2026-06-17,-8,19.0,0.0,0.0
Lab A,1316,ADL,2026-06-17,-8,19.167,0.0,0.0
Lab A,1316,ADL,2026-06-17,-8,19.333,0.0,0.0
Lab A,1316,ADL,2026-06-17,-8,19.5,6.9,0.0
Lab A,1316,ADL,2026-06-17,-8,19.667,12.6,0.0
Lab A,1316,ADL,2026-06-17,-8,19.833,24.6,0.0
Lab A,1316,ADL,2026-06-17,-8,20.0,18.2,0.0
Lab A,1316,ADL,2026-06-17,-8,20.167,5.9,0.0
Lab A,1316,ADL,2026-06-17,-8,20.333,32.9,0.0
Lab A,1316,ADL,2026-06-17,-8,20.5,17.0,0.0
Lab A,1316,ADL,2026-06-17,-8,20.667,13.7,0.0
Lab A,1316,ADL,2026-06-17,-8,20.833,20.2,0.0
Lab A,1316,ADL,2026-06-17,-8,21.0,34.5,0.0
Lab A,1316,ADL,2026-06-17,-8,21.167,30.8,0.0
Lab A,1316,ADL,2026-06-17,-8,21.333,12.9,0.0
Lab A,1316,ADL,2026-06-17,-8,21.5,5.5,0.0
Lab A,1316,ADL,2026-06-17,-8,21.667,0.0,0.0
Lab A,1316,ADL,2026-06-17,-8,21.833,0.0,0.0
Lab A,1316,ADL,2026-06-17,-8,22.0,0.0,0.0
Lab A,1316,ADL,2026-06-17,-8,22.167,1.2,0.0
Lab A,1316,ADL,2026-06-17,-8,22.333,25.8,0.0
Lab A,1316,ADL,2026-06-17,-8,22.5,25.2,0.0
Lab A,1316,ADL,2026-06-17,-8,22.667,35.1,0.0
Lab A,1316,ADL,2026-06-17,-8,22.833,20.0,0.0
Lab A,1316,ADL,2026-06-17,-8,23.0,39.1,0.0
Lab A,1316,ADL,2026-06-17,-8,23.167,27.3,0.0
Lab A,1316,ADL,2026-06-17,-8,23.333,22.7,0.0
Lab A,1316,ADL,2026-06-17,-8,23.5,19.1,0.0
Lab A,1316,ADL,2026-06-17,-8,23.667,27.6,0.0
Lab A,1316,ADL,2026-06-17,-8,23.833,17.0,0.0
Lab A,1316,ADL,2026-06-18,-7,0.0,34.4,0.0
Lab A,1316,ADL,2026-06-18,-7,0.167,33.4,0.0
Lab A,1316,ADL,2026-06-18,-7,0.333,5.2,0.0
Lab A,1316,ADL,2026-06-18,-7,0.5,0.0,0.0
Lab A,1316,ADL,2026-06-18,-7,0.667,4.0,0.0
Lab A,1316,ADL,2026-06-18,-7,0.833,7.5,0.0
Lab A,1316,ADL,2026-06-18,-7,1.0,13.4,0.0
Lab A,1316,ADL,2026-06-18,-7,1.167,0.0,0.0
Lab A,1316,ADL,2026-06-18,-7,1.333,0.0,0.0
Lab A,1316,ADL,2026-06-18,-7,1.5,0.0,0.0
Lab A,1316,ADL,2026-06-18,-7,1.667,0.0,0.0
Lab A,1316,ADL,2026-06-18,-7,1.833,0.0,0.0
Lab A,1316,ADL,2026-06-18,-7,2.0,0.0,0.0
Lab A,1316,ADL,2026-06-18,-7,2.167,0.0,0.0
Lab A,1316,ADL,2026-06-18,-7,2.333,8.9,0.0
Lab A,1316,ADL,2026-06-18,-7,2.5,0.0,0.0
Lab A,1316,ADL,2026-06-18,-7,2.667,0.0,0.0
Lab A,1316,ADL,2026-06-18,-7,2.833,0.0,0.0
Lab A,1316,ADL,2026-06-18,-7,3.0,16.4,0.0
Lab A,1316,ADL,2026-06-18,-7,3.167,13.5,0.0
Lab A,1316,ADL,2026-06-18,-7,3.333,19.0,0.0
Lab A,1316,ADL,2026-06-18,-7,3.5,34.7,0.0
Lab A,1316,ADL,2026-06-18,-7,3.667,30.5,0.0
Lab A,1316,ADL,2026-06-18,-7,3.833,16.9,0.0
Lab A,1316,ADL,2026-06-18,-7,4.0,6.0,0.0
Lab A,1316,ADL,2026-06-18,-7,4.167,29.7,0.0
Lab A,1316,ADL,2026-06-18,-7,4.333,4.1,0.0
Lab A,1316,ADL,2026-06-18,-7,4.5,0.0,0.0
Lab A,1316,ADL,2026-06-18,-7,4.667,0.0,0.0
Lab A,1316,ADL,2026-06-18,-7,4.833,0.5,0.0
Lab A,1316,ADL,2026-06-18,-7,5.0,0.0,0.0
Lab A,1316,ADL,2026-06-18,-7,5.167,0.0,767.3
Lab A,1316,ADL,2026-06-18,-7,5.333,0.0,762.2
Lab A,1316,ADL,2026-06-18,-7,5.5,0.0,761.4
Lab A,1316,ADL,2026-06-18,-7,5.667,0.0,760.9
Lab A,1316,ADL,2026-06-18,-7,5.833,1.2,760.5
Lab A,1316,ADL,2026-06-18,-7,6.0,0.1,760.7
Lab A,1316,ADL,2026-06-18,-7,6.167,28.5,754.5
Lab A,1316,ADL,2026-06-18,-7,6.333,36.4,754.0
Lab A,1316,ADL,2026-06-18,-7,6.5,22.4,753.9
Lab A,1316,ADL,2026-06-18,-7,6.667,4.4,758.4
Lab A,1316,ADL,2026-06-18,-7,6.833,2.2,759.1
Lab A,1316,ADL,2026-06-18,-7,7.0,0.0,758.7
Lab A,1316,ADL,2026-06-18,-7,7.167,0.0,758.7
Lab A,1316,ADL,2026-06-18,-7,7.333,0.0,759.0
Lab A,1316,ADL,2026-06-18,-7,7.5,0.0,758.8
Lab A,1316,ADL,2026-06-18,-7,7.667,0.0,758.6
Lab A,1316,ADL,2026-06-18,-7,7.833,0.0,758.5
Lab A,1316,ADL,2026-06-18,-7,8.0,0.0,758.5
Lab A,1316,ADL,2026-06-18,-7,8.167,0.0,758.4
Lab A,1316,ADL,2026-06-18,-7,8.333,0.0,758.1
Lab A,1316,ADL,2026-06-18,-7,8.5,0.0,757.9
Lab A,1316,ADL,2026-06-18,-7,8.667,0.0,758.2
Lab A,1316,ADL,2026-06-18,-7,8.833,0.0,758.4
Lab A,1316,ADL,2026-06-18,-7,9.0,0.0,758.2
Lab A,1316,ADL,2026-06-18,-7,9.167,0.0,758.2
Lab A,1316,ADL,2026-06-18,-7,9.333,0.0,757.5
Lab A,1316,ADL,2026-06-18,-7,9.5,1.9,757.0
Lab A,1316,ADL,2026-06-18,-7,9.667,23.6,755.0
Lab A,1316,ADL,2026-06-18,-7,9.833,25.6,755.0
Lab A,1316,ADL,2026-06-18,-7,10.0,8.6,758.4
Lab A,1316,ADL,2026-06-18,-7,10.167,0.0,759.6
Lab A,1316,ADL,2026-06-18,-7,10.333,0.0,759.5
Lab A,1316,ADL,2026-06-18,-7,10.5,0.0,759.6
Lab A,1316,ADL,2026-06-18,-7,10.667,0.0,736.8
Lab A,1316,ADL,2026-06-18,-7,10.833,1.6,725.7
Lab A,1316,ADL,2026-06-18,-7,11.0,0.0,727.3
Lab A,1316,ADL,2026-06-18,-7,11.167,16.2,704.3
Lab A,1316,ADL,2026-06-18,-7,11.333,17.5,710.8
Lab A,1316,ADL,2026-06-18,-7,11.5,1.7,715.2
Lab A,1316,ADL,2026-06-18,-7,11.667,0.0,715.5
Lab A,1316,ADL,2026-06-18,-7,11.833,0.0,715.4
Lab A,1316,ADL,2026-06-18,-7,12.0,0.0,716.1
Lab A,1316,ADL,2026-06-18,-7,12.167,0.0,716.2
Lab A,1316,ADL,2026-06-18,-7,12.333,0.0,716.2
Lab A,1316,ADL,2026-06-18,-7,12.5,0.0,715.0
Lab A,1316,ADL,2026-06-18,-7,12.667,0.0,715.6
Lab A,1316,ADL,2026-06-18,-7,12.833,0.0,715.9
Lab A,1316,ADL,2026-06-18,-7,13.0,0.6,714.3
Lab A,1316,ADL,2026-06-18,-7,13.167,13.7,711.4
Lab A,1316,ADL,2026-06-18,-7,13.333,0.0,714.5
Lab A,1316,ADL,2026-06-18,-7,13.5,0.0,746.4
Lab A,1316,ADL,2026-06-18,-7,13.667,0.0,754.7
Lab A,1316,ADL,2026-06-18,-7,13.833,0.0,754.9
Lab A,1316,ADL,2026-06-18,-7,14.0,0.0,754.4
Lab A,1316,ADL,2026-06-18,-7,14.167,0.0,754.4
Lab A,1316,ADL,2026-06-18,-7,14.333,0.0,754.9
Lab A,1316,ADL,2026-06-18,-7,14.5,0.0,754.8
Lab A,1316,ADL,2026-06-18,-7,14.667,0.0,754.6
Lab A,1316,ADL,2026-06-18,-7,14.833,0.0,754.8
Lab A,1316,ADL,2026-06-18,-7,15.0,0.9,754.9
Lab A,1316,ADL,2026-06-18,-7,15.167,0.0,753.1
Lab A,1316,ADL,2026-06-18,-7,15.333,0.0,753.9
Lab A,1316,ADL,2026-06-18,-7,15.5,0.0,753.9
Lab A,1316,ADL,2026-06-18,-7,15.667,18.6,750.2
Lab A,1316,ADL,2026-06-18,-7,15.833,4.7,752.3
Lab A,1316,ADL,2026-06-18,-7,16.0,0.0,753.6
Lab A,1316,ADL,2026-06-18,-7,16.167,0.0,753.9
Lab A,1316,ADL,2026-06-18,-7,16.333,0.0,754.0
Lab A,1316,ADL,2026-06-18,-7,16.5,0.0,753.6
Lab A,1316,ADL,2026-06-18,-7,16.667,0.0,753.4
Lab A,1316,ADL,2026-06-18,-7,16.833,0.0,753.8
Lab A,1316,ADL,2026-06-18,-7,17.0,8.8,602.7
Lab A,1316,ADL,2026-06-18,-7,17.167,17.9,0.0
Lab A,1316,ADL,2026-06-18,-7,17.333,0.1,0.0
Lab A,1316,ADL,2026-06-18,-7,17.5,0.0,0.0
Lab A,1316,ADL,2026-06-18,-7,17.667,0.0,0.0
Lab A,1316,ADL,2026-06-18,-7,17.833,0.0,0.0
Lab A,1316,ADL,2026-06-18,-7,18.0,22.9,0.0
Lab A,1316,ADL,2026-06-18,-7,18.167,38.1,0.0
Lab A,1316,ADL,2026-06-18,-7,18.333,5.1,0.0
Lab A,1316,ADL,2026-06-18,-7,18.5,0.0,0.0
Lab A,1316,ADL,2026-06-18,-7,18.667,0.0,0.0
Lab A,1316,ADL,2026-06-18,-7,18.833,0.0,0.0
Lab A,1316,ADL,2026-06-18,-7,19.0,4.0,0.0
Lab A,1316,ADL,2026-06-18,-7,19.167,0.0,0.0
Lab A,1316,ADL,2026-06-18,-7,19.333,3.1,0.0
Lab A,1316,ADL,2026-06-18,-7,19.5,0.0,0.0
Lab A,1316,ADL,2026-06-18,-7,19.667,0.0,0.0
Lab A,1316,ADL,2026-06-18,-7,19.833,1.5,0.0
Lab A,1316,ADL,2026-06-18,-7,20.0,0.0,0.0
Lab A,1316,ADL,2026-06-18,-7,20.167,28.8,0.0
Lab A,1316,ADL,2026-06-18,-7,20.333,13.9,0.0
Lab A,1316,ADL,2026-06-18,-7,20.5,18.1,0.0
Lab A,1316,ADL,2026-06-18,-7,20.667,34.8,0.0
Lab A,1316,ADL,2026-06-18,-7,20.833,11.8,0.0
Lab A,1316,ADL,2026-06-18,-7,21.0,1.4,0.0
Lab A,1316,ADL,2026-06-18,-7,21.167,0.0,0.0
Lab A,1316,ADL,2026-06-18,-7,21.333,0.0,0.0
Lab A,1316,ADL,2026-06-18,-7,21.5,3.5,0.0
Lab A,1316,ADL,2026-06-18,-7,21.667,0.0,0.0
Lab A,1316,ADL,2026-06-18,-7,21.833,0.0,0.0
Lab A,1316,ADL,2026-06-18,-7,22.0,0.0,0.0
Lab A,1316,ADL,2026-06-18,-7,22.167,0.7,0.0
Lab A,1316,ADL,2026-06-18,-7,22.333,0.7,0.0
Lab A,1316,ADL,2026-06-18,-7,22.5,0.0,0.0
Lab A,1316,ADL,2026-06-18,-7,22.667,0.0,0.0
Lab A,1316,ADL,2026-06-18,-7,22.833,0.0,0.0
Lab A,1316,ADL,2026-06-18,-7,23.0,12.2,0.0
Lab A,1316,ADL,2026-06-18,-7,23.167,40.4,0.0
Lab A,1316,ADL,2026-06-18,-7,23.333,11.0,0.0
Lab A,1316,ADL,2026-06-18,-7,23.5,39.7,0.0
Lab A,1316,ADL,2026-06-18,-7,23.667,18.1,0.0
Lab A,1316,ADL,2026-06-18,-7,23.833,5.9,0.0
Lab A,1316,ADL,2026-06-19,-6,0.0,0.0,0.0
Lab A,1316,ADL,2026-06-19,-6,0.167,0.0,0.0
Lab A,1316,ADL,2026-06-19,-6,0.333,0.0,0.0
Lab A,1316,ADL,2026-06-19,-6,0.5,0.0,0.0
Lab A,1316,ADL,2026-06-19,-6,0.667,0.0,0.0
Lab A,1316,ADL,2026-06-19,-6,0.833,5.9,0.0
Lab A,1316,ADL,2026-06-19,-6,1.0,0.0,0.0
Lab A,1316,ADL,2026-06-19,-6,1.167,0.0,0.0
Lab A,1316,ADL,2026-06-19,-6,1.333,0.0,0.0
Lab A,1316,ADL,2026-06-19,-6,1.5,1.1,0.0
Lab A,1316,ADL,2026-06-19,-6,1.667,0.0,0.0
Lab A,1316,ADL,2026-06-19,-6,1.833,5.1,0.0
Lab A,1316,ADL,2026-06-19,-6,2.0,0.0,0.0
Lab A,1316,ADL,2026-06-19,-6,2.167,0.0,0.0
Lab A,1316,ADL,2026-06-19,-6,2.333,0.0,0.0
Lab A,1316,ADL,2026-06-19,-6,2.5,2.2,0.0
Lab A,1316,ADL,2026-06-19,-6,2.667,38.8,0.0
Lab A,1316,ADL,2026-06-19,-6,2.833,13.9,0.0
Lab A,1316,ADL,2026-06-19,-6,3.0,25.8,0.0
Lab A,1316,ADL,2026-06-19,-6,3.167,21.5,0.0
Lab A,1316,ADL,2026-06-19,-6,3.333,19.5,0.0
Lab A,1316,ADL,2026-06-19,-6,3.5,44.0,0.0
Lab A,1316,ADL,2026-06-19,-6,3.667,27.3,0.0
Lab A,1316,ADL,2026-06-19,-6,3.833,2.1,0.0
Lab A,1316,ADL,2026-06-19,-6,4.0,0.0,0.0
Lab A,1316,ADL,2026-06-19,-6,4.167,0.0,0.0
Lab A,1316,ADL,2026-06-19,-6,4.333,0.0,0.0
Lab A,1316,ADL,2026-06-19,-6,4.5,0.0,0.0
Lab A,1316,ADL,2026-06-19,-6,4.667,0.0,0.0
Lab A,1316,ADL,2026-06-19,-6,4.833,0.0,0.0
Lab A,1316,ADL,2026-06-19,-6,5.0,0.0,0.0
Lab A,1316,ADL,2026-06-19,-6,5.167,1.6,764.6
Lab A,1316,ADL,2026-06-19,-6,5.333,2.4,760.4
Lab A,1316,ADL,2026-06-19,-6,5.5,18.9,750.4
Lab A,1316,ADL,2026-06-19,-6,5.667,23.1,750.2
Lab A,1316,ADL,2026-06-19,-6,5.833,10.1,755.9
Lab A,1316,ADL,2026-06-19,-6,6.0,7.5,755.5
Lab A,1316,ADL,2026-06-19,-6,6.167,0.0,757.8
Lab A,1316,ADL,2026-06-19,-6,6.333,0.0,757.9
Lab A,1316,ADL,2026-06-19,-6,6.5,0.0,757.8
Lab A,1316,ADL,2026-06-19,-6,6.667,0.0,757.5
Lab A,1316,ADL,2026-06-19,-6,6.833,0.0,757.5
Lab A,1316,ADL,2026-06-19,-6,7.0,0.0,757.7
Lab A,1316,ADL,2026-06-19,-6,7.167,0.0,756.8
Lab A,1316,ADL,2026-06-19,-6,7.333,0.0,757.4
Lab A,1316,ADL,2026-06-19,-6,7.5,0.0,757.2
Lab A,1316,ADL,2026-06-19,-6,7.667,2.2,755.7
Lab A,1316,ADL,2026-06-19,-6,7.833,0.0,756.2
Lab A,1316,ADL,2026-06-19,-6,8.0,0.0,756.7
Lab A,1316,ADL,2026-06-19,-6,8.167,0.0,756.4
Lab A,1316,ADL,2026-06-19,-6,8.333,0.0,756.2
Lab A,1316,ADL,2026-06-19,-6,8.5,0.0,756.3
Lab A,1316,ADL,2026-06-19,-6,8.667,0.0,756.4
Lab A,1316,ADL,2026-06-19,-6,8.833,0.0,756.1
Lab A,1316,ADL,2026-06-19,-6,9.0,18.8,750.6
Lab A,1316,ADL,2026-06-19,-6,9.167,10.0,753.9
Lab A,1316,ADL,2026-06-19,-6,9.333,4.3,758.0
Lab A,1316,ADL,2026-06-19,-6,9.5,0.0,759.2
Lab A,1316,ADL,2026-06-19,-6,9.667,0.0,760.2
Lab A,1316,ADL,2026-06-19,-6,9.833,0.0,759.9
Lab A,1316,ADL,2026-06-19,-6,10.0,0.0,759.9
Lab A,1316,ADL,2026-06-19,-6,10.167,0.0,758.7
Lab A,1316,ADL,2026-06-19,-6,10.333,0.0,760.0
Lab A,1316,ADL,2026-06-19,-6,10.5,0.0,759.6
Lab A,1316,ADL,2026-06-19,-6,10.667,0.0,759.3
Lab A,1316,ADL,2026-06-19,-6,10.833,0.0,759.5
Lab A,1316,ADL,2026-06-19,-6,11.0,,
Lab A,1316,ADL,2026-06-19,-6,11.167,0.3,757.9
Lab A,1316,ADL,2026-06-19,-6,11.333,5.6,712.9
Lab A,1316,ADL,2026-06-19,-6,11.5,26.3,718.5
Lab A,1316,ADL,2026-06-19,-6,11.667,0.0,754.3
Lab A,1316,ADL,2026-06-19,-6,11.833,0.0,759.0
Lab A,1316,ADL,2026-06-19,-6,12.0,0.0,759.0
Lab A,1316,ADL,2026-06-19,-6,12.167,0.0,759.4
Lab A,1316,ADL,2026-06-19,-6,12.333,0.0,759.5
Lab A,1316,ADL,2026-06-19,-6,12.5,0.0,759.6
Lab A,1316,ADL,2026-06-19,-6,12.667,0.0,758.6
Lab A,1316,ADL,2026-06-19,-6,12.833,0.0,757.9
Lab A,1316,ADL,2026-06-19,-6,13.0,1.0,757.3
Lab A,1316,ADL,2026-06-19,-6,13.167,4.2,758.3
Lab A,1316,ADL,2026-06-19,-6,13.333,0.0,758.4
Lab A,1316,ADL,2026-06-19,-6,13.5,0.0,758.0
Lab A,1316,ADL,2026-06-19,-6,13.667,0.0,758.5
Lab A,1316,ADL,2026-06-19,-6,13.833,0.0,758.3
Lab A,1316,ADL,2026-06-19,-6,14.0,0.0,757.7
Lab A,1316,ADL,2026-06-19,-6,14.167,0.0,758.0
Lab A,1316,ADL,2026-06-19,-6,14.333,0.0,757.2
Lab A,1316,ADL,2026-06-19,-6,14.5,0.0,757.8
Lab A,1316,ADL,2026-06-19,-6,14.667,0.0,758.0
Lab A,1316,ADL,2026-06-19,-6,14.833,2.0,757.3
Lab A,1316,ADL,2026-06-19,-6,15.0,0.0,758.2
Lab A,1316,ADL,2026-06-19,-6,15.167,0.0,757.9
Lab A,1316,ADL,2026-06-19,-6,15.333,0.0,758.6
Lab A,1316,ADL,2026-06-19,-6,15.5,0.0,757.9
Lab A,1316,ADL,2026-06-19,-6,15.667,0.0,757.6
Lab A,1316,ADL,2026-06-19,-6,15.833,0.1,757.4
Lab A,1316,ADL,2026-06-19,-6,16.0,3.5,758.3
Lab A,1316,ADL,2026-06-19,-6,16.167,1.5,758.6
Lab A,1316,ADL,2026-06-19,-6,16.333,0.0,757.9
Lab A,1316,ADL,2026-06-19,-6,16.5,0.0,758.3
Lab A,1316,ADL,2026-06-19,-6,16.667,2.2,756.8
Lab A,1316,ADL,2026-06-19,-6,16.833,0.0,758.3
Lab A,1316,ADL,2026-06-19,-6,17.0,0.0,606.8
Lab A,1316,ADL,2026-06-19,-6,17.167,0.0,0.0
Lab A,1316,ADL,2026-06-19,-6,17.333,6.1,0.0
Lab A,1316,ADL,2026-06-19,-6,17.5,15.5,0.0
Lab A,1316,ADL,2026-06-19,-6,17.667,0.0,0.0
Lab A,1316,ADL,2026-06-19,-6,17.833,0.0,0.0
Lab A,1316,ADL,2026-06-19,-6,18.0,1.4,0.0
Lab A,1316,ADL,2026-06-19,-6,18.167,0.0,0.0
Lab A,1316,ADL,2026-06-19,-6,18.333,2.8,0.0
Lab A,1316,ADL,2026-06-19,-6,18.5,11.1,0.0
Lab A,1316,ADL,2026-06-19,-6,18.667,10.4,0.0
Lab A,1316,ADL,2026-06-19,-6,18.833,0.0,0.0
Lab A,1316,ADL,2026-06-19,-6,19.0,0.0,0.0
Lab A,1316,ADL,2026-06-19,-6,19.167,0.0,0.0
Lab A,1316,ADL,2026-06-19,-6,19.333,0.2,0.0
Lab A,1316,ADL,2026-06-19,-6,19.5,27.3,0.0
Lab A,1316,ADL,2026-06-19,-6,19.667,22.1,0.0
Lab A,1316,ADL,2026-06-19,-6,19.833,0.0,0.0
Lab A,1316,ADL,2026-06-19,-6,20.0,0.0,0.0
Lab A,1316,ADL,2026-06-19,-6,20.167,0.0,0.0
Lab A,1316,ADL,2026-06-19,-6,20.333,3.0,0.0
Lab A,1316,ADL,2026-06-19,-6,20.5,0.0,0.0
Lab A,1316,ADL,2026-06-19,-6,20.667,2.5,0.0
Lab A,1316,ADL,2026-06-19,-6,20.833,0.0,0.0
Lab A,1316,ADL,2026-06-19,-6,21.0,0.0,0.0
Lab A,1316,ADL,2026-06-19,-6,21.167,0.0,0.0
Lab A,1316,ADL,2026-06-19,-6,21.333,13.7,0.0
Lab A,1316,ADL,2026-06-19,-6,21.5,34.6,0.0
Lab A,1316,ADL,2026-06-19,-6,21.667,8.2,0.0
Lab A,1316,ADL,2026-06-19,-6,21.833,5.0,0.0
Lab A,1316,ADL,2026-06-19,-6,22.0,0.0,0.0
Lab A,1316,ADL,2026-06-19,-6,22.167,0.0,0.0
Lab A,1316,ADL,2026-06-19,-6,22.333,1.6,0.0
Lab A,1316,ADL,2026-06-19,-6,22.5,0.0,0.0
Lab A,1316,ADL,2026-06-19,-6,22.667,10.7,0.0
Lab A,1316,ADL,2026-06-19,-6,22.833,8.4,0.0
Lab A,1316,ADL,2026-06-19,-6,23.0,22.4,0.0
Lab A,1316,ADL,2026-06-19,-6,23.167,0.0,0.0
Lab A,1316,ADL,2026-06-19,-6,23.333,0.0,0.0
Lab A,1316,ADL,2026-06-19,-6,23.5,0.0,0.0
Lab A,1316,ADL,2026-06-19,-6,23.667,0.0,0.0
Lab A,1316,ADL,2026-06-19,-6,23.833,9.6,0.0
Lab A,1316,ADL,2026-06-20,-5,0.0,30.6,0.0
Lab A,1316,ADL,2026-06-20,-5,0.167,10.4,0.0
Lab A,1316,ADL,2026-06-20,-5,0.333,0.0,0.0
Lab A,1316,ADL,2026-06-20,-5,0.5,0.0,0.0
Lab A,1316,ADL,2026-06-20,-5,0.667,0.0,0.0
Lab A,1316,ADL,2026-06-20,-5,0.833,0.0,0.0
Lab A,1316,ADL,2026-06-20,-5,1.0,5.3,0.0
Lab A,1316,ADL,2026-06-20,-5,1.167,15.1,0.0
